,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135
900,1187,20135.63,25180,44552,2202,1051,2352,9373.357,0.465510987,395,2376.89,992,6640,176,31,210,914.9,0.384914742,11,14176.9,13716,21076.8,634,337,553,7038.37,0.496467493,37,7212.67,6292,15860,613,242,610,2686.522,0.372472607,23,13436.93,4546,37488,692,175,1387,7775.55,0.578670128,150,12.96,42,0,2,2,0,13.46,1.038580247,3,2474.54,5762,11638,280,249,560,1278.908,0.516826562,92,7844.63,3246,22066,949,149,1074,2172.02,0.276879853,105,-62.98,0,0,-1,0,0,-52.98,0.841219435,9,26295.44,9786,72060,1771,319,2567,12383.712,0.470945229,138,24365.65,12708,74144,3866,722,4435,12563.028,0.515604057,280,13479.32,3620,44900,1562,179,2157,6906.378,0.512368428,165,40.25,160,0,4,5,0,2.75,0.068322981,3,2426.35,0,6624,116,0,117,1165.24,0.480243988,13,2392.76,0,7520,224,0,294,1056.47,0.441527775,23
901,1188,8110.4,17570,27246,871,780,1416,3795.308,0.467955711,330,942.56,676,2016,62,22,63,425.31,0.451228569,11,3026.19,3762,5914,131,97,151,1512.17,0.499694335,14,3958.68,5148,8164,319,198,314,1583.572,0.400025261,25,5530.35,4324,28674,313,179,1056,3140,0.567776,173,122.71,2268,0,8,97,0,70.51,0.574606797,13,1203.9,5070,8654,137,220,416,625.149,0.519269873,92,2726.62,2406,10018,305,116,477,898.97,0.329701242,84,-17.77,0,0,-2,0,0,-1.87,0.10523354,2,9483.72,5332,21370,633,174,767,4789.879,0.505063308,132,9060.97,8322,35416,1438,463,2116,4648.724,0.513049265,276,6262.77,2920,24740,717,146,1175,3154.386,0.503672656,162,1841.36,5314.5,7161.6,133,182,220,496.44,0.269605075,59,1359.91,0,5736,71,0,101,634.35,0.466464693,13,792.63,0,3326,83,0,131,303.53,0.382940338,23
902,1189,14099.63,17398,43996,1565,704,2252,6413.537,0.454872717,322,9914.36,7700,20052,674,275,690,2929.63,0.295493607,20,7792.34,4308,16308,364,110,422,3656.89,0.469292921,14,7895.7,3666,18694,696,141,719,2665.636,0.337606039,23,47238.38,15614,97836,2467,493,3385,27571.21,0.583661209,230,5363.36,4974,16086,344,152,566,2215.82,0.41314027,71,6688.09,2990,19480,770,117,887,3328.225,0.497634601,104,8156.01,2592,25500,1023,117,1227,2208.63,0.270797853,107,7574.09,4474,38510,717,154,1428,2191.83,0.289385259,100,5013.45,0,13872,340,0,480,2246.183,0.448031396,60,31607.35,17480,112508,5234,964,6528,15622.693,0.494274053,266,14978.67,7640,48406,1759,382,2285,7398.989,0.493968356,172,5218.86,4048,18996.5,390,129,600,1376.86,0.2638239,71,4492.4,0,18590,133,0,217,2216.82,0.493460066,19,1380.04,0,4624,131,0,180,599.59,0.434472914,25
903,1190,16750.13,20256,50280,1861,825,2547,7683.197,0.458694768,364,5227.08,3276,13480,352,117,470,1580.07,0.302285406,20,6709,5514,13676.8,312,141,366,3327.37,0.495956178,19,5635.57,4524,14742,477,174,567,2015.268,0.3575979,24,24603.71,12270,64872,1243,382,2235,14354.72,0.583437213,230,1519.79,5426,2084,89,171,65,655.04,0.431006915,28,5973.17,5676,16088,659,238,736,3071.832,0.514271651,106,9510.7,4012,27176,1131,182,1295,2855.54,0.300244987,129,8140.94,3288,33526,777,114,1234,2210.6,0.271541124,98,2523.52,0,10956,187,0,384,1070.604,0.424250254,61,33996.5,14448,123000,5609,815,7101,16500.408,0.485356081,274,16180.38,7180,51096,1924,359,2410,7790.239,0.481462055,175,12155.99,8459,53318.6,928,290,1733,2979.12,0.245074239,118,3709.87,0,13710,125,0,165,1729.08,0.466075631,18,1721.13,0,5640,170,0,220,716.73,0.416429904,25
904,1191,8408.7,16238,25718,855,676,1332,4142.866,0.492688049,329,1369.93,496,6516,96,16,217,549.93,0.40142927,17,5539.27,6430,10248,249,159,264,2682.53,0.484275004,20,5000.1,5044,9724,397,194,374,2016.494,0.403290734,24,8466.86,2214,24450,422,89,858,5117.67,0.604435411,165,451.32,1414,0,28,59,0,237.32,0.525835327,13,2735.54,3580,8268,297,155,401,1528.183,0.558640342,91,3631.55,2388,10846,420,113,521,1153.35,0.317591662,95,-12.11,0,0,-1,0,0,-2.11,0.174236168,7,3386.21,7258,9500,230,238,332,1749.459,0.516642205,93,15278.43,7802,44432,2308,431,2622,8269.318,0.541241345,271,8243.64,1700,27176,917,85,1293,4404.043,0.534235241,162,5242.32,3448,16661.2,405,123,554,1333.92,0.254452227,76,1262.6,0,4152,55,0,72,667.46,0.528639316,11,1186.33,0,3596,105,0,141,558.08,0.470425598,23
905,1192,9839.44,17178,32016,1012,694,1551,4592.154,0.466708878,359,1141.98,1960,2588,76,70,86,391.97,0.343237185,14,2313.06,4396,7984.8,109,112,215,1124.12,0.485988258,20,2540.94,4810,6448,214,185,248,929.086,0.365646572,24,16531.37,6910,32520,807,229,1135,9945.93,0.601639791,159,2807.3,4102,4560,156,133,150,1284.7,0.457628326,40,3428.5,4720,11652,371,193,525,1750.867,0.510680181,109,4172.53,3316,14964,503,156,699,1154.44,0.276676261,118,-148.67,58,0,-9,2,0,-56.82,0.38218874,21,2085.96,0,10572,143,0,372,945.886,0.453453566,60,16646,11900,61636,2695,655,3515,8181.555,0.491502763,270,6435.53,4440,27160,745,222,1295,3243.082,0.503933942,172,5543.87,3868,24422.8,410,135,788,1429.36,0.257827114,88,1856.98,720,7570,64,12,86,784.48,0.422449353,17,1385.94,0,4176,141,0,165,574.99,0.41487366,23
906,1193,14840.17,23752,33662,1585,988,1824,6999.493,0.471658546,348,854.43,816,2016,57,26,63,372.43,0.435881231,12,4190.25,3766,7226,197,97,189,1951.34,0.465685818,13,5660.27,1898,14742,457,73,567,2251.076,0.397697636,26,10933.43,3292,35802,577,133,1329,6403.9,0.585717382,167,272.68,2112,46,19,89,2,124.19,0.455442277,13,2502.88,4100,9304,281,179,452,1336.624,0.534034392,91,3981.31,2480,11492,441,119,541,1298.77,0.326216748,94,-24.75,0,0,-3,0,0,-4.3,0.173737374,2,8548.57,7776,19710.8,574,258,692,4192.98,0.490489053,111,15838.89,10276,50172,2505,584,2977,8205.679,0.518071595,276,8911.54,2740,29364,1006,137,1397,4626.358,0.51914237,161,3680.04,4142,11382.5,263,145,364,987.17,0.268249802,67,2193.23,0,6228,100,0,108,1084.23,0.494353077,11,961.61,0,3282,90,0,129,427.51,0.444577323,23
907,1194,12321.93,14322,30118.8,1341,590,1585,5993.354,0.486397342,309,4025.55,4032,8588,266,144,294,1385.8,0.344251096,19,4825.35,3824,8464,210,98,218,2467.73,0.511409535,18,5252.34,2210,12844,418,85,494,2122.562,0.404117403,26,18531.47,10030,43956,953,316,1608,10976.28,0.592304874,182,1322.37,4600,1290,70,149,40,641.47,0.485091162,23,4053.46,4282,12486,439,172,587,2184.526,0.538928718,101,5844,2684,16408,672,121,771,1788.6,0.306057495,99,-23.91,32,0,-2,1,0,-2.91,0.121706399,5,3389.6,0,9192,234,0,330,1583.8,0.467252773,56,22750.73,12216,72080,3476,682,4165,12076.217,0.530805693,273,11126.17,5480,32202,1258,274,1518,5791.161,0.520499058,173,5342.42,6990.5,18582.7,400,250,598,1368.45,0.256147963,85,2811.86,720,8730,87,12,99,1364.21,0.485162846,16,1139.56,0,3468,111,0,136,470.31,0.412711924,23
908,1195,13111.15,21096,35670,1437,849,1834,6225.801,0.47484782,349,4898.67,1904,11772,335,68,411,1478.18,0.301751292,21,6364.87,4150,12412.8,315,107,333,2962.67,0.465472193,20,5702.81,2964,13858,461,114,533,2227.256,0.39055413,26,15304.09,8176,42180,808,279,1469,9011.55,0.588832789,171,2053.6,5052,2890,113,160,88,941.3,0.458365797,24,4502.48,6748,14974,519,267,707,2295.867,0.509911649,106,9108.47,5140,24914,1072,245,1155,2519.07,0.276563462,115,-34.49,0,0,-2,0,0,-0.79,0.02290519,11,2876.17,0,9084,209,0,324,1260.22,0.43815908,55,24227.82,23404,87124,3911,1317,5076,12156.261,0.501748032,286,12859.94,10200,41362,1500,510,1945,6207.044,0.482665082,173,8201.05,15529.5,58656.4,649,543,1851,1955.42,0.238435322,115,3031.76,0,16360,97,0,190,1577.01,0.520163206,18,1824.71,42,5608,176,1,220,782.96,0.429087362,26
909,1196,10338.69,14044,29576,1122,529,1544,4785.656,0.462888045,313,2081.87,1708,6860,141,61,237,665.86,0.319837454,18,2348.75,3854,5004,108,99,130,1115.89,0.475099521,15,3257.21,4212,7670,272,162,295,1194.362,0.366682529,23,15412.91,7582,31632,796,239,1101,9020.23,0.585238608,168,1920.43,4384,4144,114,141,136,841.88,0.438380988,38,3378.87,3692,11532,370,148,524,1767.062,0.522974249,101,5059.55,2396,16058,600,111,742,1376.2,0.272000474,103,-14.6,46,0,-1,2,0,2.25,-0.154109589,6,2525.26,0,10140,189,0,348,1060.896,0.420113572,60,19422.59,13280,70432,3184,747,4082,9500.307,0.489136979,272,10220.3,6280,32362,1216,314,1530,4890.786,0.478536442,174,4699.06,5402.5,21400.7,362,193,679,1081.02,0.230050265,85,1541.73,0,7220,48,0,87,848.15,0.550128751,18,971.83,0,3504,104,0,138,368.98,0.379675458,23
910,1197,14764.75,20170,43175,1564,801,2175,6965.258,0.471749132,361,5706.61,3052,13924,376,109,481,1916.12,0.335772026,19,4175.61,3302,10624.8,194,85,282,2051.65,0.491341385,19,5781.68,3692,14248,463,142,548,2290.826,0.396221513,24,10662.21,5708,24996,561,190,851,6043.22,0.566788686,158,1011.47,3810,1738,53,123,53,488.27,0.482733052,25,4086.99,5846,11536,446,240,524,2122.49,0.519328406,110,5612.71,3494,16122,651,164,755,1675.09,0.298445849,122,-18.5,34,0,-1,1,0,-11.95,0.645945946,4,2461.82,0,10140,172,0,348,1051.07,0.426948355,60,23205.97,14652,83828,3701,797,4849,11629.603,0.501147032,271,15688.6,6000,44816,1834,300,2117,7556.689,0.481667517,179,9111.18,5111.5,36638.5,689,174,1192,2324.39,0.255114047,92,3200.93,0,11550,103,0,138,1476.93,0.461406529,17,1360.43,0,4148,136,0,162,561.18,0.41250193,23
911,1198,13311.63,14352,37470,1446,562,1905,6205.228,0.466150877,322,3457.33,588,10080,220,21,350,1185.83,0.342990111,17,4338.21,1572,10650,207,40,275,1998.46,0.460664652,17,4223.3,1872,13000,358,72,500,1489.236,0.352623778,22,20877.84,7430,37518,986,244,1266,12488.15,0.598153353,170,4929.02,3532,12506,307,112,451,2114.22,0.428933135,75,6226.99,3808,18282,656,145,841,3332.272,0.535133668,121,5261.41,1454,18664,595,69,873,1563.68,0.297197899,99,-114.79,0,0,-6,0,0,-57.24,0.498649708,12,3250.61,0,10140,218,0,348,1461.86,0.449718668,58,30351.49,19216,105152,4726,1101,6022,15450.913,0.509066046,259,12460.69,10180,41934,1428,509,1970,6132.168,0.492121062,172,2019.23,3645,5982,132,114,165,586.73,0.290571158,51,2079.21,0,7590,62,0,89,1024.59,0.492778507,14,1100.66,0,4020,111,0,157,454.31,0.412761434,24
912,1199,10765.85,17690,32482,1110,744,1672,5002.739,0.464685928,320,5145.23,6356,7528,331,227,263,1686.72,0.32782208,18,4704.8,3184,9982,228,82,257,2107.29,0.447902142,14,6085.22,2886,13650,521,111,525,2147.412,0.352889789,21,11927.03,3786,26106,603,128,890,6916.74,0.579921405,155,4790.15,4246,11378,295,137,405,2142.15,0.447198939,66,3897.55,4060,12400,407,162,555,2045.271,0.524758117,104,4469.62,2174,12514,528,105,593,1318.37,0.294962435,104,-39.87,26,0,0,1,0,-7.07,0.177326311,5,3133.3,0,10140,214,0,348,1374.85,0.438786583,60,20149.01,13728,77100,3150,760,4370,10155.912,0.504040248,267,9792.31,5100,32880,1075,255,1543,5011.542,0.51178343,171,3112.42,4104,11471,225,132,350,799.92,0.257009015,71,2288.43,0,9700,71,0,112,1184.93,0.517791674,17,1191.29,0,3504,116,0,138,515.39,0.432631853,23
913,1200,6486.06,16690,24730,704,735,1282,3051.702,0.47050166,322,692.67,1380,1632,43,44,51,321.67,0.464391413,11,3290.66,6486,6410,150,159,165,1558.6,0.473643585,20,3843.43,5850,8424,305,225,324,1550.206,0.403339205,26,6044.11,4854,21642,308,219,808,3609.37,0.597171461,171,135.4,1956,0,11,85,0,63.1,0.466026588,14,2429.17,4546,8232,283,197,399,1270.528,0.523029677,90,4033.2,2380,11178,457,114,532,1300.06,0.322339581,93,16.65,0,0,2,0,0,16.66,1.000600601,2,3467.29,6592,10384,224,213,362,1784.391,0.514635638,94,11734.7,7416,44848,1814,409,2655,6200.61,0.528399533,275,7044.07,2680,27052,792,134,1283,3655.727,0.518979368,164,3561.81,2990,16555.2,256,105,545,1055.81,0.296425132,80,1275.2,0,5280,62,0,92,608.69,0.477329046,10,1082.39,0,3528,105,0,139,471.84,0.435924205,23
914,1201,13740.16,16958,37903,1573,701,2109,6355.676,0.462562008,352,2431.02,396,8352,172,13,280,880.52,0.362201874,15,5808.49,4850,9614.8,286,128,259,2795.61,0.481297205,32,5986.61,4056,15652,492,156,602,2300.48,0.384270898,25,11064.56,3630,28374,615,144,1071,6466.72,0.584453426,149,516.93,2916,0,38,122,0,243.93,0.471882073,13,4335.5,4520,14184,524,196,705,2312.217,0.533321878,93,5247.45,4796,14726,632,215,694,1470.6,0.280250407,110,-54.75,20,0,-4,1,0,-13.55,0.247488584,8,11401.74,8748,27300,792,283,982,5485.349,0.481097534,139,21414.46,10524,74744,3522,605,4477,10872.869,0.507734914,283,11989.16,2580,39606,1431,129,1900,6000.894,0.500526642,161,4026.24,3880,19914.5,310,134,651,1015.99,0.252342136,79,1485.12,0,6168,71,0,107,733.63,0.493987018,13,1525.47,0,5028,161,0,197,586.92,0.384746996,25
915,1202,10665.67,12786,30192,1141,507,1581,5044.448,0.472961192,320,814.4,256,1696,52,8,53,379.4,0.46586444,8,1761.79,1458,6362,80,37,167,855.14,0.485381345,12,2960.76,5304,7462,257,204,287,1057.654,0.357223821,24,8924.65,3748,23046,491,152,874,5210.19,0.583797684,142,437.21,1672,0,32,71,0,208.51,0.476910409,13,2599.45,3498,8884,312,150,438,1361.877,0.523909673,88,3718.25,1700,14360,446,81,669,1002.65,0.269656424,87,-27.98,0,0,-2,0,0,8.31,-0.296997856,2,6936.64,4376,18534,489,147,661,3217.183,0.463795584,110,14997.85,5056,52972,2530,279,3164,7464.763,0.497722207,264,8714.72,1820,32592,1042,89,1553,4261.115,0.488956042,164,71.65,574,0,7,19,0,9.86,0.137613398,14,35.99,0,0,1,0,0,17.99,0.499861073,0,1604.88,0,4750,155,0,186,690.18,0.430050845,25
916,1203,7492.33,17498,25386,737,716,1279,3706.396,0.494692038,321,1507.5,1652,4532,93,59,156,589.25,0.390878939,18,2341.84,6988,2890,104,171,75,1135.21,0.484751307,18,3874.94,4784,8606,334,184,331,1347.652,0.347786546,22,6722.17,6742,21054,347,220,742,3989.59,0.593497338,155,2744.03,4908,11072,156,157,395,1271.88,0.463508052,67,2962.83,5108,10372,298,209,470,1579.467,0.533094035,106,3083.65,2586,11724,353,124,556,974.8,0.316118885,95,-76.17,0,0,-6,0,0,-6.67,0.087567284,11,1178.2,0,10140,77,0,348,547.8,0.464946529,59,10865.32,9284,42988,1650,500,2457,5545.268,0.510363984,266,5987.42,3740,24848,685,187,1174,2921.317,0.48790915,174,3019.67,4171,11051.6,207,134,348,860.27,0.284888746,78,1775.18,0,8280,51,0,96,897.68,0.505683931,12,812.47,0,3530,80,0,139,330.82,0.407178111,25
917,1204,13540.88,16108,40758,1543,661,2097,6179.423,0.456353132,326,5203.99,3528,11548,354,126,402,1522.98,0.292656212,17,4656.11,3238,9850,219,83,253,2169.28,0.465899646,14,5761.52,2938,14430,491,113,555,2053.098,0.356346589,22,21313.69,6166,55938,1137,192,2101,12225.93,0.573618646,206,3742.69,3988,11520,242,123,410,1534.99,0.410130147,65,6000.92,4914,16218,657,194,735,3047.385,0.507819634,110,5064.27,2026,18146,630,95,847,1234.28,0.243723182,103,-4.24,0,0,0,0,0,-4.24,1,4,3532.43,0,13596,272,0,540,1465.48,0.414864555,76,29382.7,17036,106316,4838,961,6081,14151.68,0.48163307,264,13709.26,6180,47518,1645,309,2237,6516.732,0.475352572,172,2844.92,3851,9726,210,123,289,726.32,0.255304191,61,3205.83,0,13970,94,0,161,1628.59,0.508008846,19,1267.24,0,3504,121,0,138,564.34,0.445330009,24
918,1205,12179.17,16284,33222,1290,693,1706,5884.422,0.483154599,328,5784.67,5936,10828,379,212,368,1970.94,0.340717794,18,5210.88,2622,11224,244,67,290,2438.99,0.468057219,14,5333.65,4056,10816,428,156,416,2093.626,0.392531568,21,10608.71,4764,24480,522,164,829,6250.08,0.589146088,155,3996.37,4654,11370,236,148,403,1864.81,0.466625963,66,4429.6,4726,11336,449,187,514,2439.258,0.550672295,109,3093.43,2082,11872,367,98,565,899.5,0.290777551,96,-63.26,20,0,-5,1,0,-21.76,0.343977237,7,2643.21,0,10140,188,0,348,1124.124,0.425287435,59,15849.24,14560,59564,2462,813,3433,8162.266,0.514994157,259,9196.41,5280,30430,1031,264,1437,4641.471,0.504704662,172,3034.26,3978.5,11150,216,129,347,858.51,0.282938838,70,2258.39,0,6530,58,0,77,1254.39,0.555435509,15,943.5,0,3840,89,0,150,415.55,0.440434552,23
919,1207,13138.26,17214,35612,1500,710,1934,6118.151,0.465674374,354,2996.19,312,10024,204,10,332,1220.94,0.407497522,13,7349.67,5110,13096.8,338,135,352,3689.13,0.501944985,24,6946.54,7020,14144,556,270,544,2789.044,0.401501179,26,13869.41,5666,36510,749,232,1387,8273.09,0.596499058,151,588.29,2886,0,41,123,0,296.89,0.504666066,13,3590.86,5066,12518,407,216,611,1940.177,0.540309842,94,5907.21,4302,17328,688,195,812,1787.67,0.302625097,106,-52.18,0,0,-2,0,0,-35.88,0.687619778,8,17105.14,10658,35988,1227,343,1376,8155.993,0.476815332,138,23211.38,12812,74456,3761,741,4484,12045.239,0.518936789,279,13178.4,5040,40188,1548,252,1926,6721.17,0.510014114,165,2020.2,3356,6053.6,149,119,177,494.32,0.244688645,48,2051.67,0,6504,107,0,115,896.17,0.436800265,13,1819.21,0,6302,184,0,249,748.71,0.411557764,23
920,1209,11792.27,19488,32024,1257,837,1665,5618.183,0.476429305,376,1048,224,2112,66,7,66,493.01,0.470429389,9,2807.6,1940,8978.8,147,50,246,1307.19,0.465589828,20,3744.14,4914,8034,293,189,309,1562.882,0.417420823,24,8631.4,3742,23706,492,165,929,5000.5,0.57933823,160,458.98,2246,0,31,94,0,220.38,0.480151641,13,3224.72,4730,9344,377,204,461,1747.67,0.541960232,91,5629.23,3056,14318,635,144,666,1741.53,0.309372685,95,4.96,34,0,1,1,0,1.96,0.39516129,2,6345.92,5716,18510,424,191,664,3120.389,0.49171578,111,18365.94,9116,59432,2944,527,3587,9641.741,0.524979446,274,10760.11,4320,33108,1233,214,1575,5511.176,0.512185842,168,185.03,608,0,16,22,0,54.66,0.295411555,9,0,0,0,0,0,0,0,0,0,2268.77,0,6728,219,0,264,990.62,0.436633065,23
921,1211,17848.05,16070,52264,2015,677,2838,8419.643,0.471740218,375,1309.19,188,6808,87,6,235,518.69,0.396191538,14,4954.58,1388,11814.8,243,35,322,2421.77,0.488794207,17,6567.03,3562,18590,562,137,715,2378.116,0.362129608,24,11509,3650,32544,628,146,1267,6654.95,0.57823877,143,525.07,2264,0,35,94,0,268.67,0.511684156,13,3127.06,4840,12032,375,211,602,1630.222,0.521327381,88,6445.19,2058,21636,796,94,1009,1699.8,0.263731558,99,-33.85,10,0,-4,0,0,-8,0.23633678,6,10264.22,8386,22630,731,270,836,4871.159,0.474576636,111,25725.62,9808,91396,4297,558,5492,13024.78,0.506296058,288,14042.61,2048,50660,1666,102,2427,6985.131,0.497423983,161,275.13,748,0,25,27,0,50.75,0.184458256,8,-56.33,0,0,1,0,0,44.24,-0.785371915,3,2178,0,6632,211,0,262,957.35,0.439554637,23
922,1212,14802.22,21250,41440,1633,873,2164,6854.138,0.463047975,347,4696.05,3080,11200,314,110,387,1515.8,0.322781912,26,6448.38,4378,12514.8,301,113,333,3162.59,0.490447213,20,5759.31,4888,13130,469,188,505,2221.738,0.385764614,25,20372.46,5528,45678,1013,168,1642,12174.27,0.59758468,173,2162.83,4154,5798,121,136,187,999.23,0.462001174,41,5509.39,5858,13616,595,237,652,3001.526,0.544801875,106,8565.73,3644,23926,996,171,1132,2703.27,0.315591316,111,9883.06,4476,33304,885,159,1230,3051.66,0.308776836,95,3528.46,0,9408,236,0,342,1648.66,0.467246334,52,27979.59,13580,92548,4465,749,5378,14311.24,0.511488553,288,13461.44,5840,38676,1586,292,1821,6647.259,0.493799995,173,9078.62,8175,38927.5,668,276,1255,2459.46,0.270906812,100,3289.18,0,11480,109,0,138,1491.68,0.453511209,16,2187.55,0,6344,218,0,249,906.3,0.414299102,23
923,1215,11372.97,17554,33792,1187,671,1859,5417.595,0.476357099,311,3579.95,2492,7264,225,89,245,1407.71,0.393220576,19,5449.28,4992,9336,242,128,242,2706.99,0.49676104,15,5757.74,4576,11726,448,176,451,2358.968,0.409703807,26,14036.77,7252,37464,751,245,1394,8187.21,0.5832688,165,1630.9,4418,1810,80,144,55,838.4,0.514071985,26,4802.36,6178,14548,540,247,691,2502.382,0.521073389,100,6170.01,2566,16040,737,121,765,1768.21,0.286581383,93,-100.92,60,0,-6,2,0,-44.37,0.439655172,10,2940.83,0,10296,191,0,366,1375.63,0.467769303,53,27622.36,18772,92692,4379,1035,5456,14253.907,0.516027848,278,13286.45,8200,43326,1478,410,2030,6957.892,0.523683301,172,5493.82,5705,28189.8,410,200,887,1443.68,0.262782545,74,2288.1,0,9750,68,0,113,1190.6,0.520344391,15,1503,0,3968,144,0,156,662.9,0.441051231,23
924,1216,12815.43,16820,37030,1374,697,1974,6063.062,0.473106404,326,5349.63,2072,15540,340,74,533,1876.14,0.350704628,20,6812.01,3366,20088,318,87,512,3183.2,0.467292326,23,6293.39,4108,15522,526,158,597,2335.966,0.371177696,24,6160.43,6300,24162,315,214,814,3567.95,0.579172233,157,1275.45,4580,1292,64,147,40,629.3,0.493394488,26,2944.86,5234,10866,306,214,505,1592.942,0.540922828,104,4921.25,1998,16442,575,95,784,1470.26,0.29875743,100,-58.13,0,0,-4,0,0,-20.13,0.346292792,6,3835.37,0,10140,267,0,348,1712.12,0.446402824,61,22445.42,10608,81344,3554,584,4785,11399.775,0.507888692,260,13769.81,6020,42362,1561,301,2019,6945.723,0.504416764,172,7573.61,5579,35522.7,578,193,1141,1866.35,0.246428057,93,2094.21,0,8680,63,0,106,1019.21,0.486679941,16,1455.69,0,4828,140,0,188,640,0.439654047,25
925,1217,14005.21,19162,36143,1486,799,1852,6698.583,0.478292221,356,2924.76,2296,7380,203,82,256,824.76,0.281992369,16,3890.73,4090,8768.8,189,105,234,1762.93,0.453110342,20,4398.63,3926,10530,395,151,405,1427.982,0.324642445,22,12007.53,6040,27588,594,195,941,7152.38,0.595657891,157,2098.14,4412,11742,127,138,415,890.09,0.424228126,67,4293.75,5898,12312,469,237,552,2138.167,0.497971936,115,4269.55,3606,14336,523,173,666,1148.6,0.269021325,117,-11.62,34,0,-1,1,0,-4.12,0.354561102,3,2982.86,0,9132,212,0,324,1309.888,0.439138277,57,17708.74,15300,63112,2727,847,3624,9050.97,0.511101863,267,9582.71,7120,32528,1111,356,1545,4686.637,0.489072194,172,2393.19,4820,10476,178,156,319,583.07,0.243637154,71,2076.51,0,11640,68,0,138,990.01,0.476766305,17,1446.28,0,4188,141,0,163,630.79,0.436146528,24
926,1219,12478.23,18738,33444,1452,793,1847,5669.256,0.454331744,354,1180.17,472,5704,76,15,196,462.92,0.392248574,18,4443.98,2530,8968,217,65,232,1969.34,0.443147809,14,6154.31,1768,14508,513,68,558,2296.352,0.373129075,26,5738.7,3570,21114,303,142,774,3299.1,0.574886298,150,173.36,2244,84,13,94,4,77.56,0.447392709,13,1893.9,4184,8806,214,183,427,1050.981,0.554929511,91,2563.77,2392,10044,295,114,479,790.77,0.308440305,85,9.67,0,0,0,0,0,9.67,1,3,4426.25,6712,13814,290,222,493,2216.552,0.500774245,108,10435.97,8880,44404,1720,499,2670,5261.52,0.504171629,274,6881.74,2760,27760,801,138,1317,3470.517,0.504308067,163,5072.83,6543,18933.5,396,235,634,1362.08,0.268504957,78,1840.48,0,6288,86,0,109,899.98,0.488992002,11,1125.51,0,3410,106,0,135,510.31,0.453403346,22
927,1221,13849.75,19452,36140,1429,780,1717,6398.099,0.461964945,356,2198.43,2968,2668,140,106,89,760.93,0.34612428,14,2671.46,4882,4764.8,123,125,132,1306.29,0.488979809,19,4058.73,6110,7696,333,235,296,1545.138,0.380694946,23,9596.57,7162,23148,484,228,799,5651.83,0.588942716,154,5096.77,5362,15502,303,169,558,2285.76,0.448472268,78,4262.48,5940,12618,445,239,559,2217.008,0.520121619,113,5145.94,3648,16306,592,173,752,1536.4,0.298565471,120,-56.02,0,0,-5,0,0,-19.27,0.343984291,10,2571.12,0,10140,172,0,348,1182.17,0.459787952,58,20993.27,11812,78980,3266,640,4477,10550.665,0.502573682,264,12636.04,3960,38472,1418,198,1813,6273.894,0.496507925,171,4990.35,3609,16839.6,360,116,526,1319.8,0.264470428,79,3145.8,540,11900,102,6,138,1426.3,0.453398182,14,1818.46,0,6478,187,0,254,735.21,0.404303642,23
