Store,APT 9,,,,,,,,,CHAPS,,,,,,,,,CROFT & BARROW,,,,,,,,,GLORIA VANDERBILT,,,,,,,,,JENNIFER LOPEZ,,,,,,,,,LEE,,,,,,,,,SONOMA,,,,,,,,,TEKGEAR,,,,,,,,
,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH
1233,19911.96,27810.16667,54614,1242,705.5,1247,7084.615,0.355796968,122.3333333,6977.57,15351.9,24439,316,305.6666667,387,963.49,0.138083889,44,28266.34,41173.12,79048,2345,1332.166667,2341,10333.815,0.365587303,190,5726.6,8959.011667,11713.74,322,236.3333333,268,980.35,0.171192331,33.66666667,6490.89,15268.76667,19258,335,300,339,2493.839,0.384206018,48.83333333,3798.64,7137.703333,7434.73,175,178.6666667,162,709.64,0.186814228,19.33333333,19142.02,26963.69333,49512,1828,945.6666667,1534,5378.877,0.2809984,124,7893.78,11593.8,28262,679,408.1666667,917,3509.553,0.444597265,64.33333333
1234,11044.27,17820.06667,27752,712,475.6666667,641,3371.868,0.305304742,89,9406.72,14237.5,21974,397,274.6666667,350,1886.72,0.200571506,43.5,18499.94,29652.99667,54504,1574,992.3333333,1662,6645.557,0.359220462,146,5700.61,8403.685,11251.85,302,212.5,257,1211.71,0.212557954,33.83333333,5412.98,8660.366667,13578,289,182.5,238,2053.598,0.379383999,32.5,1279.78,2087.108333,4584.37,81,59.33333333,98,-131.47,-0.102728594,9.833333333,13486.28,17810.29833,33478,1326,639.3333333,1061,3596.877,0.266706386,106.6666667,5470.25,8931.1,15158,485,330.6666667,492,2249.15,0.411160367,63
1235,20133.22,28427.03333,59452,1174,716.1666667,1337,7734.626,0.384172328,128.5,8396.41,14503.9,27227,353,285,419,1523.98,0.181503762,46.33333333,41932.44,50783.86,102906,3244,1500.333333,2985,16333.312,0.389514944,217,5890.08,9091.97,15218.48,285,218.8333333,352,1824.32,0.309727542,30.16666667,10342.19,15713.7,27010,450,310.1666667,477,5053.59,0.488638286,48.83333333,3562.83,6105.808333,6238.59,154,154.1666667,141,706.08,0.198179537,17.66666667,28604.81,28770.92167,74990,2175,880.8333333,2156,11396.306,0.398405233,126.3333333,7905.72,11131.56667,28254,695,391.5,879,3428.011,0.433611486,69.83333333
1236,18712.75,30321.13333,56192,1186,796.8333333,1298,6479.139,0.346241947,130.5,9188.69,18956.66667,26866,468,365.6666667,436,373.94,0.040695681,50.66666667,25345.52,40067.72333,81394,2057,1259.666667,2407,9369.345,0.369664738,183.8333333,4604.11,9537.783333,11540.94,280,265.3333333,262,591.63,0.128500405,35.5,10286.91,18121.76667,29580,496,350.5,529,4545.239,0.441846871,60.33333333,3631.17,6439.491667,7088.9,203,173.5,152,150.67,0.041493513,19,20448.5,30509.325,56668,2110,1095.166667,1782,4717.157,0.230684745,125.8333333,6696.66,10771.1,26840,597,372.1666667,851,2811.944,0.419902459,70.66666667
1237,16895.49,19665.7,49284,966,505.3333333,1123,6547.451,0.387526553,110.1666667,8606.23,15062.58333,27019,390,288.6666667,411,1194.3,0.138771564,48.66666667,42789.97,48937.81167,98776,3266,1459.166667,2858,17194.598,0.401837113,222,9233.17,9475.261667,19828.42,406,219,458,3406.44,0.368935046,33.16666667,6412.82,10038.26667,19892,272,181.6666667,352,3229.511,0.503602315,39.33333333,6527.38,7485.073333,10077.69,271,178,231,1556.88,0.2385153,21.5,20141.02,21612.59167,52596,1579,669.8333333,1483,7630.961,0.378876591,122,9202.48,10013.33333,26490,780,317.1666667,815,4053.08,0.440433448,67.5
1238,16300.51,20740.46667,49866,929,494.3333333,1159,6645.361,0.407678103,99.83333333,18036.36,19500.81667,46388,729,347.5,712,4079.22,0.226166477,57.66666667,54599.16,49084.09833,132168,3896,1356.666667,3824,23060.76,0.42236474,193.3333333,12503.69,11587.85167,25335.11,528,266.3333333,589,4970.7,0.397538647,34.16666667,5430.75,9556.9,18106,245,174,322,2598.899,0.478552502,33.83333333,9379.39,6631.925,12039.23,360,156.8333333,277,2585.38,0.275644791,17,23604.51,20167.70167,58032,1690,599.3333333,1647,10139.524,0.429558758,105.8333333,9782.94,7977.366667,24680,770,255,763,4692.664,0.479678297,54.33333333
1240,10138.48,17225.96667,25068,735,444.5,597,2564.677,0.252964646,85.33333333,4401.77,16002.08333,14514,279,318.6666667,232,-818.58,-0.1859661,41.66666667,20299.61,37691.1,55098,1974,1244.5,1708,5430.345,0.267509819,179,4019.1,9242.695,9467.35,267,227.6666667,214,128.35,0.03193501,34.33333333,5079.52,10159.23333,13858,274,191.8333333,242,1790.222,0.352439207,35,1360.29,2242.215,4799.4,78,55.83333333,102,84.04,0.061780944,7.666666667,12218.9,20941.83,30060,1337,726.3333333,966,2017.831,0.165140152,109.8333333,4097.46,11568.86667,20744,437,404.5,681,1233.777,0.301107759,72.83333333
1241,27107.39,33714.56667,70922,1469,863,1594,11606.609,0.428171395,127.3333333,16871.68,31407.11667,38460,747,623.8333333,596,2771.14,0.164248018,69.16666667,51376.9,65167.99,116654,3656,2053.166667,3338,22578.497,0.439467874,227.5,7960.99,10343.14167,17171.03,334,256.1666667,397,2979.73,0.374291388,34.33333333,9063.49,13730.36667,26238,326,256.5,463,5161.274,0.569457681,46.83333333,6215.92,7993.265,9180.91,242,201.1666667,209,1833.92,0.295035972,19.66666667,31465.82,38162.7,76202,2432,1310.666667,2205,12414.014,0.394523772,139.1666667,11997.51,17881.56667,41708,952,573.1666667,1293,5895.074,0.491358123,68.83333333
1242,13132.24,16522.3,31728,783,444.5,733,5025.495,0.382683761,87.66666667,9834.04,12221.33333,25486,391,195.3333333,408,2455.27,0.249670532,43.33333333,24411.5,31880.09333,70372,1796,952.6666667,2142,10554.864,0.432372611,154.1666667,5483.39,9796.186667,14239.65,259,234.1666667,319,1686.13,0.307497734,36.16666667,6327.53,7616.5,15222,270,160.6666667,266,3069.615,0.485120576,30.33333333,3309.6,5273.965,7410.94,132,122,159,1020.85,0.308451172,18.16666667,15152.41,21080.10167,39020,1359,689.1666667,1243,5163.527,0.340772656,108,6953.21,9142.666667,21228,578,321.8333333,686,3191.878,0.459050999,66.33333333
1243,13160.58,21316.13333,35580,971,577.5,843,3260.371,0.247737638,103.8333333,5978.37,15824,23817,331,313.3333333,383,-309.03,-0.051691347,44.66666667,24935.68,40496.93667,67178,2268,1403.166667,2080,8371.806,0.335736022,185.6666667,5643.46,9435.536667,12612.86,273,254.3333333,284,1606.97,0.284749072,37.83333333,6398.19,12000.36667,14968.8,393,245.1666667,282,1571.499,0.245616182,38.5,2475.91,5336.011667,4906.45,142,139.8333333,104,234.91,0.094878247,18,13778.35,23507.83167,38992,1443,835.6666667,1272,3452.344,0.250562948,113.5,5152.94,11832.7,26774,491,420.3333333,873,2179.179,0.422900131,61
1245,14017.91,21600.73333,35618,994,564.3333333,836,3856.062,0.275081093,101.8333333,6656.08,16535.4,19629,361,331.8333333,315,-107.29,-0.016119097,44,26429.31,35997.56667,63008,2297,1195.833333,1935,9725.861,0.367995267,179.3333333,5263.93,9153.238333,11512.11,282,241,259,1121.18,0.212992954,36,7102.94,10993.96667,15875.2,338,213.8333333,296,2871.599,0.404283156,38.33333333,1353.5,2873.783333,3989.58,117,89.16666667,84,-433.75,-0.32046546,9.666666667,14463.66,25351.02833,39438,1560,906.8333333,1295,3149.832,0.217775584,115,5856.11,8620.333333,19818,504,302.5,650,2622.034,0.447743297,60.66666667
1246,14806.82,21836.16667,38464,1003,545.8333333,907,4568.361,0.308530866,97,7026.86,17011.41667,20069,360,318.8333333,323,301.84,0.042955175,44.5,20993.51,33409.76667,60972,1783,1041.833333,1878,8024.923,0.382257326,160.5,5505.9,8958.453333,12462.89,282,216.5,281,1447.15,0.26283623,36.16666667,6578.49,7741.166667,15634.8,283,142.3333333,293,3030.271,0.460633215,33.16666667,1102.84,2247.853333,4124.55,75,59.33333333,87,-93.16,-0.084472816,7.666666667,13921.11,24610.03333,40442,1422,837.5,1320,3934.653,0.282639315,114.6666667,6300.4,13846.96667,28712,574,529.3333333,1042,2861.084,0.454111485,58.33333333
1247,11503.3,20360.03333,33340,858,560,785,2691.319,0.233960603,95.5,7475.73,15634.95,23719,370,312.8333333,381,501.13,0.067034256,43,26152.35,36116.46667,66120,2246,1276.666667,2046,9600.222,0.367088311,180.1666667,5326.83,10263.30667,11758.06,289,280,264,1046.84,0.196522134,36.66666667,6941.3,10946.93333,14182,365,225.5,268,2399.584,0.345696627,39.83333333,1342.78,2791.493333,4394.49,103,88.5,93,-223.47,-0.16642339,10.33333333,12835.87,22435.36667,35326,1443,870.3333333,1141,2497.331,0.194558764,113.3333333,4281.69,12296.16667,24376,428,456.5,811,1621.206,0.37863694,64.16666667
1248,12847.19,21146.96667,35984,940,553.1666667,850,3264.109,0.254071824,93.66666667,5683.15,14980,18839,306,292.8333333,301,-34.64,-0.006095211,42,21868.63,39155.33333,62032,2039,1290.833333,1910,6929.191,0.316855285,182.1666667,4918.45,9409.171667,10894.26,308,241.1666667,244,291.96,0.059360164,36,7201.88,11166.33333,14320,348,216.6666667,267,2904.961,0.403361483,36.83333333,1181.86,2716.311667,4259.52,96,76.66666667,90,-299.15,-0.253117967,9.166666667,13833.88,24168.45833,38504,1552,871.6666667,1258,2870.061,0.20746609,114.8333333,4970.08,9730.833333,20018,496,349.5,653,1987.795,0.399952315,62.66666667
1249,19531.21,28936.03333,53974,1237,743.1666667,1267,6706.774,0.343387532,123.8333333,7195.22,14981.66667,21189,370,293.3333333,339,350.42,0.048701777,43.16666667,32900.89,41980.79833,78326,2660,1308.5,2348,13338.524,0.405415294,190,7058.87,9504.858333,13725.61,334,238,309,2200.62,0.311752448,38,11263.8,20426.83333,28632,507,387.6666667,532,5188.877,0.460668425,57,2181.16,7812.993333,5649.3,135,207.8333333,120,-71.34,-0.032707367,18.16666667,19365.69,31632.82833,59188,1828,1077.333333,1864,6291.303,0.324868517,126.3333333,4437.25,9529.966667,19538,410,346.6666667,636,1925.271,0.433888332,60.16666667
1250,11956.14,19189.7,33968,774,487.1666667,794,3932.381,0.328900548,90.5,8831.28,13194.91667,23590,376,238.5,380,1683.47,0.190625821,43.66666667,23471.12,31919.595,66974,1831,981.5,2066,9773.392,0.416400751,160.1666667,7348.02,8159.603333,13701.61,321,196.8333333,309,2695.78,0.36687162,34.66666667,6163.6,8810.033333,14669.2,283,167.8333333,279,2679.053,0.434657181,33.83333333,2059.13,1745.896667,4349.5,95,35.5,92,530.63,0.257696212,7.5,17869.58,22756.09167,43336,1511,741.3333333,1419,6562.775,0.367259611,109.3333333,6630.19,7767.766667,18262,564,269.6666667,598,3035.577,0.45784163,57.66666667
1253,24609.75,28273.26667,69916,1348,672.8333333,1567,10244.795,0.416290088,115.8333333,15168.07,24042.08333,40304,584,426.5,644,3864.44,0.254774668,64.83333333,48245.21,58665.86667,118902,3700,1746.333333,3457,19384.265,0.401786312,213.3333333,9496.87,10627.535,22785.73,425,240,527,3359.24,0.353720752,34.83333333,6950.3,13218.86667,25106,289,241.5,444,3542.658,0.509712962,41.5,9537.55,8564.813333,15785.42,374,204.6666667,358,2542.81,0.266610398,19.66666667,30581.97,31773.63833,77354,2345,985.3333333,2217,12295.939,0.402064975,126.6666667,14191.5,11395.23333,40998,1115,359.1666667,1272,6862.47,0.483561991,59.16666667
1255,17942.31,31671.73333,50996,1239,855.1666667,1165,5152.751,0.28718437,134.6666667,13199.88,18742.88333,32532,521,385.3333333,500,2966.08,0.224705073,58,47493.68,57952.6,108060,3536,1879.833333,3083,19641.616,0.413562731,227.3333333,9405.87,11218.38333,21490.01,460,291.3333333,499,2839.89,0.301927413,36,6944.33,15166.33333,21120,368,299.3333333,372,2654.483,0.382251852,50.83333333,5794.11,7234.8,9066.94,239,186.1666667,206,1321.86,0.228138575,19,24876.06,25345.49333,57352,1788,868,1633,10597.118,0.425996641,125.1666667,10919.94,9758.433333,29254,902,335,912,5091.291,0.466238001,65.5
1256,21187.92,35913.66667,56600,1341,889.5,1268,6660.926,0.314373756,140.5,9458.57,23563.23333,31031,478,436.3333333,471,239.84,0.025356899,59,45249.54,50475.86667,102440,3459,1558.5,2947,18111.526,0.400258787,216.6666667,4625.44,10568.55333,10428.58,262,276.3333333,242,801.78,0.173341347,37,10123.32,20871.6,31164,478,401,554,4457.738,0.440343484,58.33333333,4427.56,6079.641667,7102.39,185,147.1666667,161,980.56,0.221467354,19.16666667,25527.07,31916.76667,65480,2108,1068.333333,1854,8702.497,0.34091249,130,8486.27,13980.66667,29460,775,473,914,3433.448,0.404588588,71.33333333
1257,28447.77,37776.63333,73354,1759,909,1639,10133.553,0.356216076,132.1666667,20261.37,30266.86667,50327,821,519.1666667,767,4425.75,0.21843291,61.83333333,56962.33,55118.33167,129914,4142,1635.833333,3673,23714.546,0.416319803,217.6666667,9833.15,10779.945,22254.86,453,258.6666667,514,3262.91,0.331827543,35.16666667,13663.28,27056.33333,34156,680,507.1666667,601,5501.747,0.402666636,63.33333333,4690.37,7400.341667,7759.24,201,176.3333333,176,905.86,0.193131885,19,34002.91,36912.60167,87490,2660,1111.166667,2516,12851.697,0.377958739,132.5,11762.81,16048.63333,39814,1045,535.8333333,1242,5150.954,0.437901658,74.16666667
1261,18116.03,16719.83333,39246,1038,398.6666667,875,6948.398,0.383549707,86.16666667,10822.99,15009.41667,24358,484,289.5,386,1717.2,0.158662255,47.83333333,38965.42,41162.9,88576,2973,1260.833333,2722,15442.487,0.396312602,174.3333333,9261.29,8856.528333,17451.41,428,222.5,401,3071.8,0.331681656,32.33333333,6662.62,6991.733333,15642,274,128.5,274,3377.89,0.506991244,28.5,3496.38,3605.556667,6906.92,187,94.16666667,147,28.64,0.008191329,10.33333333,22841.33,24742.00167,54678,1862,799,1690,8743.327,0.382785372,109.5,8657.73,8870.866667,22546,712,290.8333333,710,3977.298,0.459392705,59
1262,21199.31,32524.53333,58330,1217,806,1324,8264.37,0.389841462,126.3333333,9344.32,17168,24952,356,305.5,384,2405.71,0.257451586,49.33333333,40009.47,54628.78833,102628,2909,1652,2935,16803.636,0.419991467,210.3333333,6055.67,7538.075,10623.53,262,194.1666667,247,2248.17,0.371250415,29,9642.91,16052.3,24482,411,306.1666667,433,4689.199,0.486284638,49.66666667,2749.85,4707.038333,5292.84,125,118,116,506.1,0.184046403,15.83333333,29145.63,36411.89667,72218,2203,1158.5,2113,12232.978,0.419719114,138.1666667,9699.21,11485.03333,27262,748,363.3333333,838,4803.138,0.495209197,68
1264,10745.91,21808.83333,39312,728,541.1666667,912,3213.877,0.299079091,102.6666667,8264.02,17670.61667,25073,382,356.3333333,397,1072.39,0.129766143,52.83333333,29011,45155.55667,78948,2338,1390,2304,10487.015,0.361484092,214,5072.57,8738.023333,11257.85,254,224.6666667,257,1301.33,0.256542542,34.16666667,4264.67,11676.73333,17774,216,221,314,1733.738,0.406535089,42.83333333,3075.5,5476.933333,5732.18,151,143,124,426.75,0.138757926,18.66666667,14036.99,24280.89833,39618,1266,801.3333333,1194,4146.963,0.295431072,119.5,7114.73,11120.13333,24440,582,377.8333333,758,3343.231,0.469902723,70.66666667
1265,30642.11,41501.56667,87928,1685,1062.666667,1995,13210.532,0.431123444,134.6666667,21250.19,23995.21667,43920,730,448.6666667,680,7050.93,0.331805504,62.5,51352.65,58064.03,106872,3541,1785.5,3090,23588.367,0.459340794,220.5,9684.18,10761.29167,20974.14,397,267.6666667,486,3999.19,0.412961139,32.5,11686.42,22981.9,40140,434,421.6666667,708,6502.7,0.556432167,60.83333333,6950.73,7498.14,10261.49,264,185.1666667,233,2022.46,0.290970876,20.33333333,42210.75,45906.83333,101916,3082,1492.5,2954,18584.969,0.44028995,135,13788.45,14544.23333,35598,1023,505.3333333,1117,7121.722,0.516499099,68.16666667
1266,16699.18,21337.06667,51554,956,536,1183,6632.983,0.397204114,106.1666667,13073.56,19881.58333,33201,529,370.3333333,509,2907.66,0.222407669,57.33333333,47957.4,52897.49667,112146,3688,1622.166667,3239,19345.224,0.403383503,220.8333333,11075.87,12818.805,25812,485,306.1666667,600,4101.15,0.37027791,35.5,6912.51,11130.8,22706,268,204.3333333,398,3753.561,0.543009847,43.33333333,6217.86,9716.506667,12192.23,267,234.8333333,277,1254.86,0.201815416,21,23370.75,23457.59,58544,1818,744.8333333,1705,9154.279,0.391698127,118.6666667,13178.53,11297.63333,37950,1025,357.6666667,1167,6293.022,0.477520786,62.5
1267,12628.25,15083.9,35924,725,368.3333333,829,4895.868,0.387691723,79.83333333,7433.09,13742.41667,22722,335,251.5,346,1128,0.151753847,48.83333333,27885.89,33454.6,65998,2126,950.5,1867,10732.216,0.384861878,164.8333333,6633.32,7423.028333,12914.98,300,181.1666667,302,2387.08,0.35986203,28.16666667,3792.98,7193,15938,162,131.3333333,279,1816.738,0.478973788,32.83333333,1160.04,2592.373333,2339.48,111,77.5,52,-874.71,-0.754034344,8.666666667,20046.65,19891.19333,46554,1594,630.6666667,1387,7482.096,0.373234231,103.1666667,10229.64,9450.1,26774,859,313.8333333,832,4684.752,0.457958638,63.66666667
1268,18118.51,28460.66667,61360,1126,675,1390,6241.636,0.344489475,121.5,15946.77,23067.85,35741,704,428.8333333,549,2481.86,0.155634025,63.66666667,48380.73,59873.66167,121114,3646,1705.666667,3382,19172.649,0.396286889,233.6666667,11041.04,12372.055,28289.46,525,305.8333333,654,3471.03,0.314375276,37.33333333,6648.28,14266.36667,22566,319,272,399,2874.011,0.432293917,46.16666667,6842.21,8409.631667,10875.52,295,207.3333333,248,1397.46,0.204241027,20.5,29022.12,32078.23667,78482,2227,972.8333333,2272,11293.008,0.389117266,135.1666667,13076.37,15425.8,42408,1013,461.6666667,1236,6007.5,0.459416489,81.83333333
1269,17614.77,21835.9,44500,1084,532,1037,6249.787,0.354803781,93.66666667,10063.31,13364.83333,23479,447,255.3333333,377,1630.63,0.162037143,39.83333333,27641.24,30091.765,66676,2177,918.8333333,2057,11559.931,0.418213184,156.3333333,6663.5,8007.008333,11845.04,294,199.1666667,266,2427.75,0.364335559,35.5,8255.77,8962.9,16119.2,370,167.8333333,304,3673.349,0.444943234,33.16666667,3104.85,2621.48,5918.37,155,74,123,452.35,0.145691418,9.833333333,21549.67,25140.95333,54676,1893,835.8333333,1777,7990.428,0.3707912,113.1666667,7794.45,9448.133333,26378,646,325,851,3591.566,0.460785046,58.5
1270,22570.53,29514.13333,58250,1276,706,1328,9225.766,0.408752741,119.3333333,10471.46,13628.08333,27414,404,245.1666667,440,2825.7,0.269847758,45.5,30894.7,44153.02,99276,2222,1311.166667,2993,13819.167,0.447298954,186.6666667,6670.42,10126.48667,18231.88,324,234.6666667,410,1883.67,0.282391514,38.16666667,11761.19,18339.83333,30634,490,336.8333333,547,5919.959,0.50334694,58,2672.17,4834.155,8002.87,119,113.3333333,170,501.42,0.187645247,15,24483.9,31123.58167,70540,1954,976.5,2206,9431.774,0.385223514,121.8333333,10015.83,11260.16667,27642,848,390.1666667,910,4665.937,0.46585625,72.33333333
1271,17497.91,23760.16667,53742,1081,574.6666667,1220,5956.039,0.340385737,111.6666667,18230.37,26121.91667,48209,798,490.3333333,737,3081.98,0.169057457,61.16666667,49930.35,60937.99333,121660,3874,1784.333333,3621,19645.329,0.393454662,227.3333333,8556.28,9590.19,18832.62,401,228,438,2963.03,0.346298859,32.16666667,6508.61,11646.8,20998,307,219,372,2820.844,0.433401909,42,5375.38,6342.961667,8017.17,240,159.6666667,183,1034.88,0.192522203,20.33333333,24359.47,25959.765,61892,1895,778.6666667,1750,9021.113,0.370332893,120.6666667,10643.72,12191.66667,35370,953,398.6666667,1099,4475.959,0.420525812,67
1272,18815.42,19131,48720,1087,459.1666667,1126,7308.991,0.388457499,104.6666667,13886.56,20772.6,29984,596,374,456,2367.39,0.170480666,63.83333333,46679.08,46477.95667,107414,3442,1339.833333,3047,18575.588,0.397942462,208.6666667,9213.26,8535.793333,17677.9,429,203.5,410,3064.78,0.332648813,31.83333333,6823.79,9681.6,20162,295,177.6666667,356,3393.853,0.497356015,36.83333333,5392.59,6096.463333,5872.67,233,146,133,1117.84,0.207291858,21,22981.49,21032.6,55546,1836,632.1666667,1615,8798.034,0.382831313,110.8333333,10363.16,8805.766667,25810,878,286.6666667,800,4584.933,0.442426152,62.16666667
1275,10726.48,17266.46667,29154,745,476.8333333,692,3211.283,0.299379013,90.33333333,7947.24,14195.36667,24033,367,301.6666667,387,1020.48,0.128406843,42.83333333,22527.03,33594.345,70102,1676,1123.333333,2160,9600.099,0.426159108,162.5,5883.3,9444.981667,15307.39,302,252.5,345,1557.8,0.26478337,35.5,4945.02,8926.733333,13962,252,197.8333333,245,2079.615,0.420547339,32.83333333,1526.32,3540.47,4844.39,131,119.3333333,103,-597.68,-0.391582368,11.83333333,11989.84,22091.29167,36898,1229,807.6666667,1188,3026.829,0.252449491,109.1666667,6239.56,9934.3,24808,496,359.5,797,2926.728,0.469059998,67
1276,14179.72,19455.36667,35592,865,515.8333333,808,5242.423,0.369712731,94.5,9349.36,14326.91667,23299,382,282.1666667,371,2143.5,0.22926703,44.33333333,23588.45,28354.94,58860,1730,885.1666667,1808,10277.311,0.435692511,149.8333333,6294.16,7258.073333,12637.53,316,196.1666667,289,1742.91,0.276909071,32,6627.02,9088.133333,16404,285,179.1666667,288,3227.218,0.486978763,35.66666667,1357.73,2598.128333,5329.22,76,68.16666667,113,76.98,0.056697576,9.166666667,18067.34,20690.49,42522,1591,751.3333333,1357,6326.4,0.350156692,108.3333333,6174.43,7952.1,18032,505,270,580,2918.065,0.472604759,59.66666667
1277,20348.22,41536.26667,68518,1312,1059.333333,1565,6599.4,0.324323209,131.1666667,8623.11,14711.65,30187,363,270.6666667,459,1594.36,0.184893849,45.83333333,59934.79,74453.73333,175604,4707,2240.833333,5091,23957.329,0.399723249,226.3333333,9342.97,11178.15833,21358.03,439,274.6666667,497,3201.97,0.342714362,32.83333333,7897.51,17564.16667,27498,375,357.3333333,482,3438.613,0.435404704,45.5,5184.51,7008.63,8104.17,200,169,183,1421.51,0.27418406,20.16666667,23592.58,34097.46667,76570,1794,1051,2169,9313.802,0.394776748,129.1666667,12228.96,13391.53333,35224,1030,448.5,1079,5543.562,0.453314264,70.66666667
